"","STN002.517.pre.poly.3.LG","STN004.555.pre.poly.3.LG","STN012.730.pre.poly.3.LG","STN014.580.pre.poly.3.LG","STN014.700.pre.poly.3.LG","STN014.860.pre.poly.3.LG","STN089.1271.pre.poly.3.LG","STN115.730.pre.poly.3.S","STN12.3.732.pre.poly.3.S","STN151.2.600.pre.poly.3.S","STN151.2.673.pre.poly.3.S","STN174.620.pre.poly.3.S","STN181.757.pre.poly.3.S","STN20.499.pre.poly.3.LG","STN22.610.pre.poly.3.LG"
"Seq653",0,0,0.000494671043755902,0.000397885522651054,0.000799200799200799,0.00139211136890951,0,0.00061002661934339,0.00021200664287481,0.000756699011840114,0.000341724569996583,0,0,0.000832004437356999,0
"Seq654",0.000261545359438051,0,0.000944371992624904,0,0.0013986013986014,0.000861783228372556,0.00141442715700141,0.000388198757763975,0.00035334440479135,0,0.000341724569996583,0,0.000133815067576609,0,0.00135445739615827
"Seq661",0,0,0,0,0,0.000132582035134239,0,0,0,8.90234131576605e-05,0,0,0,0.00020800110933925,0.00032835330815958
"Seq662",0.000112090868330593,0.000178502365156338,0.00220353464945811,0.000625248678451657,0.0018981018981019,0.00172356645674511,0.00499469589816124,0.000831854480922804,0.000600685488145295,0,0.000427155712495728,0,0.000468352736518132,0.000693337031130833,0.000985059924478739
"Seq683",0,0,0,0,0,0,0,0,0.000388678845270485,0,8.54311424991457e-05,0.000714577378521846,0.0014050582095544,0,0
"Seq695",0.00287699895381856,0,0.00319287673696992,0.000795771045302109,0,0.00278422273781903,0,0.000942768411712511,0.00042401328574962,0.000667675598682453,0.000484109807495159,0,0.000334537668941523,0.00180267628094017,0
"Seq702",0.000373636227768644,0,0.000494671043755902,0,0,0.000397746105402718,0,0,0.00102469877389492,0,0,0,0,0,0
"Seq703",0.000149454491107458,0.000208252759349061,0.00206862436479741,0.000454726311601205,0.0013986013986014,0.00165727543917799,0.00119342291371994,0.00138642413487134,0.00134270873820713,0.00106828095789193,0.000484109807495159,0,0,0.000832004437356999,0.000205220817599737
"Seq708",7.47272455537289e-05,0,0.000899401897738004,0,0.0011988011988012,0.000729201193238316,0,0.0015527950310559,0.00077735769054097,0,0,0,0,0.000277334812452333,0
"Seq736",0.00680017934538933,0.000208252759349061,0,0,0,0.000198873052701359,0.000663012729844413,0.000388198757763975,0.000388678845270485,0.000311581946051812,0,0,0,0,0
"Seq747",0,0,0,0,0,0,0,0.000166370896184561,0,0,0,0.000153123723968967,0.000200722601364914,0,0
"Seq760",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000762670734243916,0
"Seq761",0,0,0,0,0,0,0.000132602545968883,0,0,0,0,0,0,0,0
"Seq775",0,0,0,0,0,0,0.000442008486562942,0,0,0,0,0.0108207431604737,0.000669075337883046,0,0
"Seq797",0,0,0,0,0.0002997002997003,0,0.000265205091937765,0,0.000176672202395675,0,0.000142385237498576,0,0,0,0
"Seq816",0,0,0,0,0,0.000397746105402718,0,0.000499112688553682,0,0,0.000113908189998861,0,0,0,0.000205220817599737
"Seq818",0,0,0,0.000511567100551356,0.0003996003996004,0,0,0,0,0,0.000256293427497437,0,0,0,0.000287309144639632
"Seq824",0,0,0,0,0,0,0,0,0,0,0.000142385237498576,0,0,0,0.00032835330815958
"Seq826",0.000112090868330593,0,0.000989342087511805,0.000625248678451657,0.0013986013986014,0.00132582035134239,0.000221004243281471,0.00127551020408163,0,0.000979257544734265,0.000227816379997722,0,0,0.00145600776537475,0
"Seq834",0,0,0,0,0,0,0,0.000277284826974268,0.000459347726228755,0.00137986290394374,0.000313247522496867,0.00331768068599428,0.00454971229760471,0,0
"Seq859",0.000373636227768644,0,0.000224850474434501,0.000511567100551356,0,0,0,0,0,0,0.000484109807495159,0.0022968558595345,0.000602167804094741,0,0.00032835330815958
"Seq860",0,0,0.000629581328416603,0,0.0010989010989011,0.000994365263506795,0,0.000332741792369122,0.0007066888095827,0.000311581946051812,0.000170862284998291,0,0.000468352736518132,0.00020800110933925,0.000533574125759317
"Seq899",0.00478254371543865,0.00029750394192723,0.00188874398524981,0,0,0,0,0,0,0.000445117065788302,0,0.00398121682319314,0.00281011641910879,0,0
"Seq951",0,0,0,0,0,0,0,0,0,0.000311581946051812,0.000170862284998291,0,0,0.000138667406226167,0
"Seq957",0.00287699895381856,0.00029750394192723,0.000854431802851104,0,0,0,0,0,0,0,0,0,0.000267630135153218,0,0
"Seq962",0,0,0,0,0.0002997002997003,0,0,0,0,0,0.000113908189998861,0,0,0,0
"Seq977",0,0,8.99401897738004e-05,0.000227363155800603,0.000999000999000999,0.000464037122969838,0,0.00061002661934339,0.000318009964312215,0.000979257544734265,0,0,0,0.00187200998405325,0.00016417665407979
"Seq985",0,0,0,0,0,0,0,0,0.00102469877389492,0.000311581946051812,0,0,0.000401445202729827,0,0
"Seq988",0,0,0.000314790664208301,0.000284203944750753,0.000599400599400599,0.000397746105402718,0,0,0.000106003321437405,0.000178046826315321,0,0,0,0.0004160022186785,0.000246264981119685
"Seq990",0,0,0.000674551423303503,0,0.0043956043956044,0.00125952933377527,0.000928217821782178,0.000887311446317658,0,0,0,0,0,0.00429868959301116,0
"Seq1013",0,0,0.000494671043755902,0.000795771045302109,0.000599400599400599,0,0.000221004243281471,0.000388198757763975,0.00021200664287481,0,0.000142385237498576,0,0.000334537668941523,0.000138667406226167,0
"Seq1021",0,0,0,0,0,0,0,0,0.00014133776191654,0.000178046826315321,0,0,0,0,0
"Seq1065",0,0,0,0,0,0,0.000353606789250354,0,0,0,0,0.0055634953042058,0.000669075337883046,0,0
"Seq1110",0,0,0,0,0,0,0,0,0,0,0.000284770474997152,0,0,0,0
"Seq1119",0.000261545359438051,0.00029750394192723,0.000719521518190403,0.000284203944750753,0,0.00172356645674511,0.000265205091937765,0.000277284826974268,0.00021200664287481,0,0,0,0,0,0.00016417665407979
"Seq1129",0,0,0,0,0,0,0,0,0,0,0,0.000357288689260923,0,0,0
"Seq1149",0,0,0,0,0,0,0.000265205091937765,0.000221827861579414,0,0.000222558532894151,0.000227816379997722,0.000663536137198857,0,0,0.00106714825151863
"Seq1153",0,0,0,0,0.0001998001998002,0,0,0,0,0,0,0.000204164965291956,0,0,0
"Seq1268",0,0,0,0,0,0,0,0,0,0.000222558532894151,0.000199339332498007,0,0,0,0
"Seq1281",0,0,0,0,0,0,0,0,0,0,0,0.000306247447937934,0,0,0
"Seq1297",0,0,0,0.000568407889501506,0.0002997002997003,0,0.000265205091937765,0,0,0.000178046826315321,0.000227816379997722,0,0,0,0.00032835330815958
"Seq1311",0,0,0,0,0,0,0,0,0.00014133776191654,0,0,0,0,0,0
"Seq1317",0.000373636227768644,0,0,0,0,0.00112694729864103,0,0,0,0,0.000313247522496867,0,0,0,0
"Seq1348",0,0,0,0,0,0,0,0,0,0,0.000284770474997152,0,0,0,0
"Seq1355",0,0,0.000449700948869002,0.000170522366850452,0,0.000331455087835598,0,0.000221827861579414,0,0.000311581946051812,0,0,0,0.000138667406226167,0.000287309144639632
"Seq1364",0,0,0.000674551423303503,0,0,0,0,0.000720940550133097,0,0,0,0,0,0,0
"Seq1386",0,0,0,0,0,0.00106065628107391,0.000132602545968883,0,0,0,5.69540949994305e-05,0,0,0,0.000451485798719422
"Seq1401",0,0,8.99401897738004e-05,0,0,0,0,0.000166370896184561,0,0,0,0,0,0,0.000574618289279264
"Seq1405",0,0,0,0,0,0,0,0,0,0,0.000113908189998861,0,0,0,0
"Seq1430",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020800110933925,0.000246264981119685
"Seq1456",0,0,0,0,0,0,0,0,0,0.000133535119736491,0,0,0,0,0
"Seq1473",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000970671843583166,0
"Seq1480",0,0,0,0,0,0.000464037122969838,0,0.000110913930789707,0,0,0,0,0,0,0.000410441635199475
"Seq1526",0,0,0,0,0,0,0,0,0,0.000133535119736491,0,0,0,0,0
"Seq1532",0.000224181736661187,0,0.000629581328416603,0,0,0.000397746105402718,0,0,0,0,0,0,0,0.000485335921791583,0.000369397471679527
"Seq1534",0,0,0.000134910284660701,0,0,0,0.000353606789250354,0,0,0,0,0,0,0.000277334812452333,0
"Seq1536",0,0,0,0,0,0,0.000132602545968883,0,0,0,0.000199339332498007,0,0,0,0
"Seq1641",0,0,0,0,0,0,0.000928217821782178,0.000221827861579414,0,0,0,0,0,0,0.00032835330815958
"Seq1648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287309144639632
"Seq1671",0,0,0,0,0.000599400599400599,0,0,0,0,0,0,0,0,0.000277334812452333,0
"Seq1747",0.000896726946644747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1751",0,0,0,0.000284203944750753,0,0.000464037122969838,0.000574611032531825,0,0,0.000222558532894151,0.000142385237498576,0,0,0,0.000451485798719422
"Seq1753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032835330815958
"Seq1774",0,0,0.000179880379547601,0,0,0.000265164070268479,0.000309405940594059,0,0,0,0.000170862284998291,0,0,0,0
"Seq1874",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346668515565416,0
"Seq1919",0,0,0,0,0,0,0,0,0.00109536765485319,0,0,0,0,0,0
"Seq1923",0,0,0,0,0,0,0,0,0,0,0,0.000357288689260923,0,0,0
"Seq1971",0,0,0,0,0,0.000331455087835598,0,0.000332741792369122,0,0,0.000142385237498576,0,0,0,0
"Seq2097",0,0,0.000449700948869002,0,0.0004995004995005,0,0.000928217821782178,0,0,0,0,0,0,0,0
"Seq2157",0,0,0.000449700948869002,0,0,0,0,0,0,0,0,0,0,0,0
"Seq2161",0,0,0,0,0.0011988011988012,0,0,0,0.000318009964312215,0,0,0,0,0,0
"Seq2170",0,0,0.000224850474434501,0,0,0,0.000353606789250354,0,0,0,0,0,0,0,0
"Seq2232",0,0,0,0,0.0002997002997003,0,0,0,7.066888095827e-05,0,0,0,0,0,0.00032835330815958
"Seq2235",0,0,0,0,0,0,0,0,0,0,0.000142385237498576,0,0,0,0
"Seq2264",0,0,0.000269820569321401,0,0.000599400599400599,0,0,0,0,0,0,0,0,0,0
"Seq2283",0,0,0,0,0,0,0,0,0,0,0,0.000357288689260923,0,0,0
"Seq2299",0,0,0,0,0,0.000132582035134239,0,0,0,0,0,0.000408329930583912,0,0,0
"Seq2356",0,0,0,0,0,0,0,0,0,0,0,0,0.000133815067576609,0,0
"Seq2484",0,0,0,0,0,0,0.000574611032531825,0,0,0,0,0,0,0,0
"Seq2510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246264981119685
"Seq2556",0,0,0,0,0,0,0,0.000332741792369122,0,0,0,0,0,0,0
"Seq2743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016417665407979
"Seq2831",0,0,0.000359760759095202,0,0,0,0,0,0,0,0,0,0,0,0
"Seq2837",0,0,0,0,0,0.000198873052701359,0,0,0,0,0.000142385237498576,0,0,0,0
"Seq2891",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277334812452333,0
"Seq2974",0,0,0,0,0,0,0.000309405940594059,0,0,0,0,0,0,0,0
"Seq2979",0,0,0,0,0,0,8.84016973125884e-05,0,0,0,0,0,0,0.000138667406226167,0
"Seq3012",0,0,0,0,0,0.000132582035134239,0,0,0,0.000311581946051812,0,0,0,0,0
"Seq3087",0,0,0.000269820569321401,0,0,0,0,0,0,0,0,0,0,0,0
"Seq3100",0,0,0,0,0,0.000397746105402718,0,0,0,0,0,0,0,0,0
"Seq3116",0,0,0,0,0,0,0,0,0,8.90234131576605e-05,0,0,0,0,0
"Seq3128",0,0,0,0,0,0,0.000265205091937765,0,0,0,0,0,0,0,0
"Seq3166",0,0,0,0,0,0,0,0,0,0,0,0.000153123723968967,0,0,0
"Seq3168",0,0,0,0,0,0,0,0,0,0,8.54311424991457e-05,0,0,0,0
"Seq3307",0,0,0,0,0,0,0.000221004243281471,0,0,0,0,0,0,0,0
"Seq3332",0,0,0,0,0,0,0,0.000110913930789707,0,0,0,0,0,0,0
"Seq3462",0,0,0.000179880379547601,0,0,0,0,0,0,0,0,0,0,0,0
"Seq3473",0,0,0,0,0.0003996003996004,0,0,0,0,0,0,0,0,0,0
"Seq3518",0,0,0,0,0,0,0.000176803394625177,0,0,0,0,0,0,0,0
"Seq3604",0,0,0,0,0,0,0,0,0,0,0.000113908189998861,0,0,0,0
"Seq3736",0,0,0.000134910284660701,0,0,0,0,0,0,0,8.54311424991457e-05,0,0,0,0
"Seq3930",0,0,0,0,0,0,0,0,0,0.000133535119736491,0,0,0,0,0
"Seq3946",0,0,0,0,0,0,0,0,0,0,8.54311424991457e-05,0,0,0,0
"Seq4015",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020800110933925,0
"Seq4017",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020800110933925,0
"Seq4051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123132490559842
"Seq4062",7.47272455537289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq4063",7.47272455537289e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq4144",0,0,0,0,0,0.000132582035134239,0,0,0,0,0,0,0,0,0
"Seq4292",0,0,0,0,0,0,8.84016973125884e-05,0,0,0,0,0,0,0,0
"Seq4395",0,0,0,0,0,0,0,0.000110913930789707,0,0,0,0,0,0,0
"Seq4484",0,0,0,0,0,0,0,0,0,8.90234131576605e-05,0,0,0,0,0
"Seq4513",0,0,0,0,0,0,0,0,0,0,5.69540949994305e-05,0,0,0,0
"Seq4549",0,0,0,0,0,0,0,0,0,0,0,0,0.000133815067576609,0,0
"Seq4615",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138667406226167,0
"Seq4617",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138667406226167,0
