"","STN002.517.fil.dura.r1","STN002.517.fil.dura.r2","STN004.555.fil.dura.r1","STN004.555.fil.dura.r2","STN012.730.fil.dura.r1","STN012.730.fil.dura.r2","STN014.580.fil.dura.r1","STN014.580.fil.dura.r2","STN014.700.fil.dura.r1","STN014.700.fil.dura.r2","STN014.860.fil.dura.r1","STN014.860.fil.dura.r2","STN078.1040.fil.dura.r1","STN078.1040.fil.dura.r2","STN089.1271.fil.dura.r1","STN089.1271.fil.dura.r2","STN115.730.fil.dura.r1","STN12.3.732.fil.poly.S.r1","STN151.2.600.fil.poly.S.r1","STN151.2.673.fil.poly.S.r1","STN174.620.fil.poly.S.r1","STN181.757.fil.poly.S.r1","STN20.499.fil.dura.r1","STN20.499.fil.dura.r2","STN22.610.fil.dura.r1","STN22.610.fil.dura.r2"
"Seq920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000885627530364372,0.000532091785833056
"Seq944",0.000552791597567717,0,0,0,0,0,0,0,0,0.000673330916247993,0,0,0,0,0,0,0,0,0,0.00109158773196239,0,0,0,0,0,0
"Seq957",0.000483692647871752,0.00047673531655225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq961",0.000345494748479823,0,0,0,0,0,0.000218364450267496,0.000385858293541697,0,0,0,0.000167607128889882,0,0,0,0.000598416497882526,0.000208498394562362,0.00031921994254041,0,0.00105637522447974,0,0,0,0,0.000632591093117409,0
"Seq962",0,0,0,0,0,0,0,0.000144696860078136,0,0,0,0,0,0,0,0,0.000125099036737417,0.000203139963434807,0.00022129768965212,0.000422550089791894,0,0.000148687829901123,0,0,0.000379554655870445,0.000133022946458264
"Seq974",0,0,0,0,0.000138937130948246,0.000177643558200471,0.000163773337700622,0,0,0.000414357486921842,0.000184442292617697,0,0.000556379821958457,0.000326353005167256,0,0,0.000250198073474834,8.70599843292028e-05,0.000309816765512968,0.000246487552378605,0,0,0.00016660557795475,0.000230017251293847,0,0.000532091785833056
"Seq977",0,0,0,0,0,0,0.000163773337700622,0,0,0.000155384057595691,0,0,0,0,9.00860321607135e-05,0,0,0,0,0,0,0,9.996334677285e-05,0,0,0
"Seq982",0,0,0,0,0,0,0,0.000192929146770848,0,0,0,0.000111738085926588,0,0,0,0,0,0,0,0,0,0,0.00023324780913665,0,0,0
"Seq985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000500396146949669,0,0,0,0,0,0,0,0,0
"Seq988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.70599843292028e-05,0,0,0,0,0,0,0,0
"Seq1021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66422311819e-05,0,0,0
"Seq1026",0.000345494748479823,0,0,0,0.000173671413685307,0,0,0,0.000470965007299958,0,0,0,0,0.000326353005167256,0.000765731273366065,0.000598416497882526,0,0,0,0.000281700059861263,0,0,0,0,0,0.000598603259062188
"Seq1027",0,0.0009534706331045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540516192964281,0.000368256306389247,0,0,0.00044259537930424,0,0,0.000260203702326965,0.0004664956182733,0,0,0
"Seq1065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80399895528019e-05,0,0,0.00140362889421431,0,0,0,0,0
"Seq1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489529507750884,0,0,0,0.00031921994254041,0,0,0,0,0,0.000536706919685643,0,0
"Seq1149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171174255391989,0,0,0,0,0
"Seq1171",0,0,0,0,0,0,0.000818866688503112,0,0.000282579004379975,0,0,0,0.000185459940652819,0,0.000495473176883924,0,0,0.000203139963434807,0.000132778613791272,0,0,0,0,0,0,0
"Seq1229",0,0,0,0,0,0,0.000163773337700622,0.000144696860078136,0,0.000207178743460921,0,0.000167607128889882,0,0,0,0,0,0,0.00022129768965212,0,0,0,0.00016660557795475,0.000345025876940771,0,0.000465580312603924
"Seq1295",0.000345494748479823,0,0,0,0,0,0,0,0,0,0,0.000167607128889882,0,0,0.000225215080401784,0,0,0,0,0.000140850029930631,0,0,0,0,0,0
"Seq1297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180172064321427,9.20640765973117e-05,0,0,0,0,0,0,0,0,0,0
"Seq1328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111515872425842,0,0,0,0
"Seq1386",0,0,0,0,0.00024313997915943,0.000177643558200471,0,0,0,0,0.000276663438926546,0.000502821386669646,0,0,0,0,0,0,0,0,0,0,0.0001999266935457,0.000268353459842822,0.000442813765182186,0
"Seq1401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000189777327935223,0
"Seq1405",0.000103648424543947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000230160191493279,0,0.000145099973882005,0.000265557227582544,0.000915525194549104,0,0,0,0,0,0
"Seq1420",0,0.0007627765064836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000457762597274552,0,0,0,0.000115008625646924,0,0
"Seq1480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126518218623482,0.000199534419687396
"Seq1586",0,0,0,0,0.000277874261896492,0,0,0,0.000235482503649979,0,0,0,0,0,0.000315301112562497,0,0,0,0,0,0,0,0,0,0,0
"Seq1589",0,0,0,0,0,0,0.000218364450267496,0,0,0.000414357486921842,0,0,0,0,0,0,0,0,0,0.000105637522447974,0.000136939404313591,0,9.996334677285e-05,0,0,0
"Seq1595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138096114895968,0,0,0,0,0,0,0,0,0,0
"Seq1641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138096114895968,0,0,0,0,0,0,0,0,0,0
"Seq1648",0.000276395798783858,0.000238367658276125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000398335841373816,0.000598612627205183,0,0,0,0,0,0
"Seq1747",0.000587341072415699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1751",0,0,0,0,0,0,0.000163773337700622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276192229791935,0,0,0,0,0,0,0.0002665689247276,0,0,0
"Seq1795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387337582309236,0,0,0,0,0,0
"Seq1874",0,0,0,0,0,0,0,0,0,0.00010358937173046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq1971",0,0,0,0,0,8.88217791002354e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00022129768965212,0,0,0,0,0,0,0
"Seq2035",0,0,0,0,0,0.000266465337300706,0,0,0,0,0,0,0,0,0,0.000184128153194623,0.000208498394562362,0,0,0.000246487552378605,0,0,0,0,0,0
"Seq2201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8519075860848e-05,0,0,0,0,0,0,0
"Seq2232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276192229791935,0,0,0,0,0,0,0,0,0,0
"Seq2264",0,0,0,0,0,0,0.000218364450267496,0,9.41930014599915e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66422311819e-05,7.6672417097949e-05,0,0
"Seq2299",0,0,0,0,6.9468565474123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148687829901123,0,0,0,0
"Seq2317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000598612627205183,0,0,0,0,0,0
"Seq2505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000457762597274552,0,0,0,0,0,0
"Seq2537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8519075860848e-05,0,0,0,0,0,0,0
"Seq3097",0,0,0,0,0,0,0,0,0,0.00010358937173046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq3177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211275044895947,0,0,0,0,0,0
"Seq3332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126518218623482,0
"Seq3360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176062537413289,0,0,0,0,0,0
"Seq3363",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176062537413289,0,0,0,0,0,0
"Seq3388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180172064321427,0,0,0,0,0,0,0,0,0,0,0
"Seq3451",0.000138197899391929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq3713",0,0.000143020594965675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq3937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105637522447974,0,0,0,0,0,0
"Seq4133",0,0,0,0,0,0,0,0,0,0,9.22211463088486e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
